                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    105,               0.044566,               0.015206,               0.014744,             0.00056267,                0.46655,                 0.2973,                 0.3195,                 0.1191,                0.48743,                 0.3087,                0.35392,                  0.122,               0.050768,               0.010719,               0.016377,             0.00063961,               0.009064,               0.009064,               0.009064
                    106,               0.043467,               0.016651,               0.015238,             0.00048874,                0.52235,                0.56169,                0.47259,                0.22954,                0.54591,                0.58502,                0.49763,                0.23081,               0.047241,               0.010216,               0.011984,             0.00043694,               0.009055,               0.009055,               0.009055
                    107,               0.044863,                0.01504,                0.01376,             0.00046485,                0.52236,                0.37838,                0.39859,                0.16498,                0.53111,                0.37838,                 0.3854,                0.17244,               0.050834,               0.010756,               0.014811,             0.00084743,               0.009046,               0.009046,               0.009046
                    108,                0.04257,               0.015806,               0.015422,             0.00044551,                0.69562,                0.43243,                0.53517,                0.20074,                0.65063,                0.40541,                0.49191,                0.18696,               0.051112,               0.010806,               0.013481,               0.001126,               0.009037,               0.009037,               0.009037
                    109,               0.041925,               0.017159,               0.016843,             0.00044349,                0.69382,                0.59459,                0.61909,                0.29691,                0.72599,                0.62162,                0.65064,                0.28659,               0.044311,              0.0096021,               0.010951,             0.00040627,               0.009028,               0.009028,               0.009028
                    110,               0.042694,               0.015329,               0.014021,             0.00051984,                0.65984,                0.56757,                0.61614,                0.28286,                  0.597,                0.51351,                0.55606,                0.27936,                0.04806,               0.009878,               0.011211,             0.00041805,               0.009019,               0.009019,               0.009019
                    111,               0.042889,               0.015275,               0.015535,             0.00045537,                0.61658,                0.59459,                0.60288,                0.26151,                 0.5876,                0.56757,                0.55352,                0.23633,               0.048337,              0.0099396,               0.011067,             0.00045416,                0.00901,                0.00901,                0.00901
                    112,               0.043561,               0.014153,               0.014408,             0.00055435,                0.56972,                0.39391,                0.40924,                0.18027,                0.60487,                0.41395,                0.44301,                0.18533,               0.049478,              0.0096007,               0.013958,             0.00041382,               0.009001,               0.009001,               0.009001
                    113,               0.042278,               0.017886,               0.014801,              0.0005738,                0.58632,                0.57472,                 0.5234,                 0.2666,                0.64485,                0.48649,                0.48778,                0.22947,               0.049947,               0.012296,               0.011172,             0.00045456,               0.008992,               0.008992,               0.008992
                    114,               0.040955,               0.014331,               0.014196,             0.00050613,                0.68768,                0.51351,                0.50244,                0.17767,                0.68768,                0.51351,                0.48678,                 0.1785,               0.048677,               0.010665,               0.012995,             0.00042206,               0.008983,               0.008983,               0.008983
                    115,               0.038822,               0.015416,               0.013668,             0.00070444,                0.12809,               0.081081,               0.069876,               0.019641,                0.12809,               0.081081,               0.068085,                0.03233,               0.067624,               0.012835,               0.020134,              0.0018664,               0.008974,               0.008974,               0.008974
                    116,               0.040331,               0.014501,                0.01304,             0.00045745,                0.51036,                0.32432,                0.24277,                0.08227,                0.51036,                0.32432,                0.24277,                0.10015,               0.059781,               0.011751,               0.016615,             0.00063057,               0.008965,               0.008965,               0.008965
                    117,               0.042416,               0.015106,               0.014731,             0.00038132,                0.65138,                0.56757,                0.54903,                0.24353,                0.65138,                0.56757,                0.54903,                0.24836,               0.047682,               0.011107,               0.012243,             0.00052082,               0.008956,               0.008956,               0.008956
                    118,               0.040546,               0.016169,               0.016099,             0.00042142,                0.51882,                0.54054,                0.47046,                0.20146,                0.51882,                0.54054,                 0.4613,                0.20173,               0.048844,               0.011087,               0.012254,             0.00077053,               0.008947,               0.008947,               0.008947
                    119,               0.041968,               0.016396,               0.015389,             0.00037001,                0.63094,                0.43243,                0.48624,                0.23337,                0.63094,                0.43243,                0.47653,                0.24681,               0.051485,               0.011607,               0.013018,             0.00060848,               0.008938,               0.008938,               0.008938
                    120,               0.041113,                0.01539,               0.015234,             0.00033852,                 0.8069,                0.37838,                0.50726,                0.24716,                 0.8069,                0.37838,                  0.493,                0.25609,               0.053477,                0.01191,                0.01202,             0.00060762,               0.008929,               0.008929,               0.008929
                    121,               0.038182,               0.013864,               0.014359,             0.00047445,                0.59612,                0.56757,                0.53998,                0.25036,                0.68128,                0.64865,                0.66355,                0.23979,               0.048082,               0.010091,               0.010872,             0.00037743,                0.00892,                0.00892,                0.00892
                    122,               0.040058,               0.015281,                0.01442,             0.00050975,                0.71537,                0.47576,                0.62297,                0.24559,                0.77469,                0.45946,                0.59221,                0.24336,               0.050205,               0.012332,               0.011083,             0.00051338,               0.008911,               0.008911,               0.008911
                    123,               0.039225,                0.01438,               0.012858,             0.00042852,                 0.6055,                0.59459,                0.59621,                0.26812,                0.60917,                0.56757,                0.57512,                0.27308,               0.052151,               0.011953,               0.012116,             0.00036982,               0.008902,               0.008902,               0.008902
                    124,               0.040312,               0.013776,               0.013891,             0.00045774,                0.64268,                0.54054,                0.64538,                0.29728,                0.81905,                0.45946,                0.62758,                0.32193,               0.046249,              0.0098592,               0.011382,             0.00040649,               0.008893,               0.008893,               0.008893
                    125,               0.040621,               0.015775,               0.014485,             0.00054134,                0.47539,                 0.3676,                0.42017,                0.17403,                0.50041,                0.40541,                0.43139,                0.17861,               0.051748,               0.010025,               0.014386,             0.00037102,               0.008884,               0.008884,               0.008884
                    126,               0.040895,               0.013182,               0.014044,             0.00042564,                0.62888,                0.43243,                0.46451,                0.16731,                0.62888,                0.43243,                0.45872,                0.16764,               0.049019,               0.010086,                 0.0135,              0.0003475,               0.008875,               0.008875,               0.008875
                    127,               0.041072,               0.014711,               0.014518,               0.000486,                0.71719,                0.40541,                 0.4649,                0.19726,                0.76888,                0.43243,                0.50962,                0.21805,               0.050952,               0.010649,               0.013219,             0.00033869,               0.008866,               0.008866,               0.008866
                    128,               0.039439,               0.013917,               0.014183,              0.0004464,                0.26237,                0.28855,                0.23313,                0.10604,                0.28575,                 0.2973,                0.24056,                0.12128,               0.053635,               0.010751,               0.014879,              0.0010115,               0.008857,               0.008857,               0.008857
                    129,                0.04028,               0.016341,               0.014803,             0.00041315,                0.45621,                0.51351,                0.41227,                0.17289,                0.48893,                0.43972,                0.43853,                0.16512,               0.051059,               0.011262,               0.012752,             0.00038183,               0.008848,               0.008848,               0.008848
                    130,               0.039908,               0.015009,               0.014798,              0.0004294,                0.72836,                0.59459,                0.69415,                0.30423,                0.72836,                0.59459,                0.70069,                0.30417,               0.046988,               0.011837,               0.011134,              0.0013078,               0.008839,               0.008839,               0.008839
                    131,               0.040027,               0.014412,               0.013127,             0.00037957,                0.64296,                0.72973,                0.68112,                   0.29,                0.61914,                 0.7027,                0.64479,                0.27244,               0.045335,               0.011354,               0.011923,             0.00050365,                0.00883,                0.00883,                0.00883
                    132,                0.04019,               0.014968,               0.015565,             0.00048236,                0.64129,                0.62828,                0.65812,                0.32253,                0.66867,                0.65466,                0.66716,                0.31378,               0.046904,               0.012231,               0.010622,             0.00032072,               0.008821,               0.008821,               0.008821
                    133,               0.038831,               0.013014,               0.013186,             0.00037168,                0.73072,                0.58691,                0.61107,                0.32857,                 0.8313,                0.66611,                0.72914,                0.32172,                0.04582,               0.012102,               0.010685,             0.00036095,               0.008812,               0.008812,               0.008812
                    134,               0.039942,               0.014602,                0.01428,             0.00043087,                0.59919,                0.43243,                0.45389,                0.19598,                0.69526,                0.43167,                0.48916,                0.18485,                0.05503,                0.01178,               0.014692,             0.00043682,               0.008803,               0.008803,               0.008803
                    135,               0.038595,               0.015281,                0.01437,              0.0004516,                0.57221,                 0.5786,                0.56281,                0.21231,                0.62511,                 0.6311,                0.61917,                0.19073,               0.052269,               0.013528,               0.011939,             0.00058994,               0.008794,               0.008794,               0.008794
                    136,               0.039876,               0.015701,               0.015087,             0.00038657,                0.50153,                 0.7027,                0.64435,                0.27019,                0.76206,                0.59459,                0.63673,                0.24646,                0.04886,               0.013591,               0.011171,             0.00036982,               0.008785,               0.008785,               0.008785
                    137,                0.04039,               0.015424,               0.014544,              0.0004603,                 0.4952,                0.64865,                0.54706,                0.22205,                0.52553,                0.64865,                0.56996,                0.20194,               0.049399,               0.013102,               0.012083,             0.00044312,               0.008776,               0.008776,               0.008776
                    138,               0.040533,               0.015275,               0.014162,             0.00035341,                0.52792,                0.64865,                0.55607,                0.21638,                0.70648,                0.59459,                0.60724,                0.21921,               0.049314,               0.012515,               0.012403,             0.00033033,               0.008767,               0.008767,               0.008767
                    139,               0.039964,               0.013388,               0.013178,             0.00040771,                0.67238,                0.62162,                0.64254,                0.28032,                0.67238,                0.62162,                0.64187,                0.25825,               0.051049,               0.010817,               0.010779,             0.00037313,               0.008758,               0.008758,               0.008758
                    140,               0.038424,               0.015262,               0.014082,             0.00042959,                0.70888,                0.46072,                0.54135,                0.21732,                0.70888,                0.46072,                0.54135,                0.19022,               0.050163,                0.01015,               0.014106,              0.0004668,               0.008749,               0.008749,               0.008749
                    141,               0.038747,               0.015181,               0.013938,             0.00048975,                 0.8317,                0.54054,                0.63111,                 0.2793,                 0.8317,                0.54054,                0.62602,                0.25555,               0.047297,               0.010437,               0.010449,             0.00033319,                0.00874,                0.00874,                0.00874
                    142,                0.04121,               0.015433,               0.014606,             0.00047359,                0.59755,                0.40143,                0.39205,                0.18664,                0.59755,                0.40143,                0.39486,                0.15359,               0.051095,               0.010119,               0.014361,             0.00052122,               0.008731,               0.008731,               0.008731
                    143,               0.038989,               0.015367,                0.01444,             0.00039158,                0.62527,                 0.7027,                 0.6258,                 0.3307,                0.62527,                 0.7027,                0.62782,                0.30277,               0.042973,               0.010925,               0.010516,             0.00032433,               0.008722,               0.008722,               0.008722
                    144,               0.038262,               0.016096,               0.014381,             0.00049858,                0.69169,                0.72973,                0.69803,                 0.3116,                0.71782,                0.64865,                0.68004,                0.30272,               0.043627,               0.010822,               0.010423,              0.0003083,               0.008713,               0.008713,               0.008713
                    145,               0.038556,                0.01389,                0.01318,             0.00035949,                0.71207,                0.75676,                0.71595,                0.34303,                0.68664,                0.72973,                0.69416,                0.33463,               0.044295,               0.010868,               0.009828,             0.00032101,               0.008704,               0.008704,               0.008704
                    146,               0.039334,               0.015981,               0.013228,             0.00042717,                0.69745,                 0.7478,                0.69879,                0.32314,                0.72252,                0.77429,                0.76125,                0.30645,               0.044517,              0.0097487,              0.0099735,             0.00033457,               0.008695,               0.008695,               0.008695
                    147,                0.03924,               0.014666,               0.013791,              0.0003814,                0.59927,                 0.5659,                0.50841,                0.21489,                0.57101,                0.53965,                0.48739,                0.20786,               0.049276,              0.0098336,                0.01323,             0.00038338,               0.008686,               0.008686,               0.008686
                    148,               0.039067,               0.014522,               0.014038,             0.00039403,                0.54187,                0.45946,                0.34911,                 0.1502,                0.54697,                0.45946,                0.35407,                0.14518,                0.05321,               0.010071,               0.014221,             0.00055452,               0.008677,               0.008677,               0.008677
                    149,               0.037811,               0.014749,               0.013958,             0.00048055,                0.64634,                0.59277,                0.55581,                0.27352,                0.64634,                0.59277,                0.55956,                0.24507,               0.049193,               0.010505,               0.012569,             0.00028313,               0.008668,               0.008668,               0.008668
                    150,               0.037353,                0.01499,               0.013811,              0.0003816,                0.40259,                0.35135,                0.30361,                 0.1281,                0.39507,                0.35306,                0.32079,                0.14592,               0.053684,               0.011064,               0.017277,             0.00061306,               0.008659,               0.008659,               0.008659
                    151,               0.039212,               0.014007,               0.013601,             0.00033897,                0.47069,                0.56757,                0.45816,                0.21383,                0.47069,                0.56757,                0.45563,                0.20441,               0.049213,               0.010591,               0.012871,              0.0002702,                0.00865,                0.00865,                0.00865
                    152,               0.037314,                0.01419,               0.014109,             0.00035652,                0.49796,                0.40541,                0.40518,                0.18306,                0.49796,                0.40541,                0.40114,                0.17863,               0.050496,               0.010755,               0.013701,             0.00035437,               0.008641,               0.008641,               0.008641
                    153,               0.037027,               0.015495,               0.013173,             0.00035231,                0.70568,                0.45946,                0.54058,                0.19596,                0.64687,                0.40541,                0.45401,                0.18301,               0.046167,               0.010652,                0.01199,             0.00026917,               0.008632,               0.008632,               0.008632
                    154,               0.039308,               0.015476,               0.015267,             0.00045777,                0.77692,                0.51351,                0.61152,                0.30109,                0.64097,                0.54054,                 0.5733,                0.30102,               0.046938,               0.010868,               0.010345,             0.00028662,               0.008623,               0.008623,               0.008623
                    155,               0.037469,                0.01368,               0.013511,              0.0004014,                0.82229,                0.59459,                0.67444,                0.30879,                0.75403,                0.54054,                0.65932,                0.29935,               0.046737,               0.010546,               0.010618,             0.00030135,               0.008614,               0.008614,               0.008614
                    156,               0.038717,               0.014306,               0.014306,             0.00036916,                0.75339,                0.54054,                0.60391,                0.30741,                0.75339,                0.54054,                0.61506,                0.30209,               0.047773,                0.01171,               0.011294,             0.00032427,               0.008605,               0.008605,               0.008605
                    157,               0.036762,               0.012741,               0.012969,              0.0003533,                0.77303,                0.67568,                0.70301,                0.33979,                0.77303,                0.67568,                0.68739,                0.32827,               0.048686,                0.01199,               0.010747,             0.00030127,               0.008596,               0.008596,               0.008596
                    158,               0.036081,                 0.0135,               0.013487,             0.00037251,                0.81774,                0.62162,                0.68736,                0.30238,                0.74276,                0.56757,                0.62034,                0.28974,               0.045847,               0.010603,               0.011143,             0.00030069,               0.008587,               0.008587,               0.008587
                    159,               0.038753,               0.013942,               0.014218,             0.00034219,                0.55544,                0.56757,                0.49782,                0.22695,                0.58189,                0.59459,                0.55205,                0.20669,               0.049593,               0.011552,               0.013614,             0.00059738,               0.008578,               0.008578,               0.008578
                    160,               0.037714,               0.013267,               0.012827,              0.0004197,                0.81563,                0.67568,                 0.7411,                 0.3529,                0.78227,                0.64865,                0.70646,                0.35187,               0.045243,               0.011076,              0.0099268,              0.0003582,               0.008569,               0.008569,               0.008569
                    161,               0.037371,               0.015098,               0.013902,             0.00044436,                0.72943,                0.67568,                0.67895,                0.34192,                0.70025,                0.64865,                 0.6437,                0.30945,               0.046731,               0.012944,               0.010016,             0.00042429,                0.00856,                0.00856,                0.00856
                    162,               0.034763,               0.012802,               0.012773,             0.00036498,                0.66767,                 0.7027,                0.63099,                 0.3147,                0.73207,                0.75676,                 0.7078,                0.30629,               0.046842,               0.009736,               0.010058,             0.00034653,               0.008551,               0.008551,               0.008551
                    163,               0.035671,               0.012356,               0.012613,             0.00037311,                0.71759,                 0.7027,                0.63033,                0.31027,                 0.7453,                0.72973,                0.65252,                0.30282,               0.045077,               0.011341,              0.0098814,             0.00033674,               0.008542,               0.008542,               0.008542
                    164,               0.038436,               0.014407,               0.014495,             0.00038553,                0.68315,                 0.7027,                0.66623,                 0.2971,                0.65657,                0.67568,                0.66431,                0.28673,               0.046494,               0.010177,               0.011673,             0.00038658,               0.008533,               0.008533,               0.008533
                    165,               0.036402,               0.013932,               0.013653,             0.00038282,                0.74413,                 0.7027,                0.68582,                0.27151,                0.75475,                 0.7027,                0.67834,                0.27212,               0.046495,                0.01075,               0.011222,             0.00036793,               0.008524,               0.008524,               0.008524
                    166,               0.037198,               0.014482,               0.013961,             0.00048262,                0.62664,                0.64865,                0.57678,                0.25657,                0.65275,                0.67568,                0.60096,                0.26143,               0.045897,               0.010674,               0.011493,             0.00034538,               0.008515,               0.008515,               0.008515
                    167,               0.036282,                0.01335,               0.014469,             0.00039622,                0.59819,                0.64865,                0.59574,                0.26034,                0.57276,                0.62162,                0.56738,                0.23762,               0.044894,              0.0092082,               0.010942,             0.00029348,               0.008506,               0.008506,               0.008506
                    168,                0.03585,               0.012095,               0.012551,             0.00030349,                0.57543,                0.67568,                 0.5978,                0.27796,                0.66144,                0.47546,                0.56901,                0.26552,               0.046981,              0.0088636,               0.012497,             0.00032146,               0.008497,               0.008497,               0.008497
                    169,                0.03595,                0.01457,               0.012883,             0.00034377,                0.53438,                0.43243,                0.44382,                0.17873,                0.53438,                0.43243,                0.41975,                0.15998,               0.052767,               0.010947,                0.01306,             0.00022253,               0.008488,               0.008488,               0.008488
                    170,               0.035453,                0.01376,               0.012399,             0.00045843,                0.61829,                0.72973,                0.60606,                0.26168,                 0.6756,                 0.7027,                0.67129,                0.25364,               0.045047,               0.012235,               0.011893,             0.00031506,               0.008479,               0.008479,               0.008479
                    171,               0.036944,               0.013373,               0.012633,             0.00038985,                  0.651,                 0.7027,                0.67671,                0.31562,                  0.651,                 0.7027,                 0.6753,                0.30412,               0.043444,               0.010283,               0.010928,             0.00033514,                0.00847,                0.00847,                0.00847
                    172,                0.03505,               0.013584,               0.012568,             0.00035151,                0.70319,                0.76855,                0.73198,                 0.3501,                0.75507,                0.72973,                0.76802,                0.34167,               0.043396,               0.010448,                0.01074,             0.00038744,               0.008461,               0.008461,               0.008461
                    173,               0.035098,               0.014068,               0.013423,             0.00031461,                0.64405,                0.48649,                0.46993,                0.20493,                0.64405,                0.48649,                0.46993,                0.18371,               0.048183,               0.009283,               0.014258,             0.00030962,               0.008452,               0.008452,               0.008452
                    174,               0.036008,               0.013625,               0.013325,              0.0002958,                0.63818,                0.51351,                0.55533,                0.23117,                0.69389,                0.49024,                0.56185,                0.22445,               0.048386,               0.010086,               0.014046,             0.00036919,               0.008443,               0.008443,               0.008443
                    175,               0.038752,               0.013828,               0.013558,             0.00047157,                0.76312,                0.27027,                0.34777,                0.11576,                0.84534,                0.29559,                0.37384,                0.13207,               0.053401,               0.010255,               0.017799,             0.00062061,               0.008434,               0.008434,               0.008434
                    176,               0.034434,               0.013043,               0.013003,              0.0004228,                 0.7348,                0.67401,                0.71036,                0.31358,                0.76413,                 0.7005,                0.74796,                0.31743,               0.046335,               0.011494,               0.010816,             0.00036169,               0.008425,               0.008425,               0.008425
                    177,               0.034981,               0.014142,               0.012941,             0.00043196,                0.62629,                 0.7027,                0.66647,                0.32844,                0.65072,                0.72973,                0.69411,                0.31526,               0.043717,               0.011045,                0.01127,             0.00033205,               0.008416,               0.008416,               0.008416
                    178,                0.03505,               0.014305,               0.012969,              0.0003754,                 0.7827,                0.43243,                0.45408,                0.19508,                 0.7827,                0.43243,                0.44794,                0.18935,               0.051068,               0.010861,               0.015173,             0.00035849,               0.008407,               0.008407,               0.008407
                    179,               0.035988,               0.014666,               0.013611,             0.00034642,                0.67637,                0.48649,                0.56727,                0.24178,                0.67637,                0.48649,                0.56802,                0.22569,               0.046788,               0.010335,                0.01184,              0.0002635,               0.008398,               0.008398,               0.008398
                    180,               0.035392,               0.012507,               0.012507,             0.00041571,                0.70041,                0.72973,                0.72596,                0.36894,                0.67404,                 0.7027,                0.69807,                0.34168,                0.04292,               0.010414,              0.0099054,             0.00032936,               0.008389,               0.008389,               0.008389
                    181,               0.032779,               0.013042,               0.012885,             0.00039175,                0.59979,                0.48608,                0.50271,                0.19226,                0.71646,                0.37838,                0.43968,                0.18803,               0.050036,               0.013873,               0.012761,             0.00061804,                0.00838,                0.00838,                0.00838
                    182,               0.035972,               0.013727,               0.013667,             0.00037588,                0.53883,                0.54054,                0.56252,                0.28236,                0.53883,                0.54054,                0.56053,                0.30183,               0.044813,               0.012345,               0.012151,             0.00028719,               0.008371,               0.008371,               0.008371
                    183,                0.03541,               0.014608,               0.012917,             0.00039083,                0.53895,                0.40541,                0.43559,                0.18827,                0.53895,                0.40541,                0.44583,                0.18053,                0.04841,               0.011792,               0.014493,             0.00068275,               0.008362,               0.008362,               0.008362
                    184,               0.033036,               0.012542,               0.012509,             0.00032328,                0.71733,                0.56757,                0.54791,                0.25019,                0.70821,                0.54054,                0.54045,                0.24302,               0.044809,               0.011147,               0.011421,             0.00034075,               0.008353,               0.008353,               0.008353
                    185,               0.032725,               0.013325,               0.011861,             0.00034908,                0.58904,                0.46502,                0.47337,                0.22101,                0.58904,                0.46502,                0.47718,                0.22203,               0.049208,               0.011357,               0.012485,              0.0003875,               0.008344,               0.008344,               0.008344
                    186,                 0.0344,               0.013221,               0.012675,             0.00032788,                0.71014,                0.62162,                0.62908,                0.27528,                0.67927,                0.59459,                0.57809,                0.26374,               0.045496,               0.011602,               0.011557,             0.00036346,               0.008335,               0.008335,               0.008335
                    187,               0.033763,               0.013276,               0.012131,             0.00038668,                0.69219,                0.35135,                0.42773,                0.18982,                0.69219,                0.35135,                0.42496,                0.17559,               0.048554,               0.010806,               0.013881,             0.00029886,               0.008326,               0.008326,               0.008326
                    188,               0.034523,               0.013576,               0.013618,              0.0003652,                0.69534,                0.56757,                0.55045,                 0.2569,                0.69534,                0.56757,                0.55045,                0.24887,                0.04909,               0.011375,               0.011512,             0.00034189,               0.008317,               0.008317,               0.008317
                    189,               0.033048,               0.012664,               0.010983,             0.00039816,                0.60866,                0.59459,                0.56505,                0.22869,                0.60866,                0.59459,                0.57217,                0.20742,               0.047449,               0.010716,               0.012353,             0.00027872,               0.008308,               0.008308,               0.008308
                    190,               0.033317,                0.01242,               0.012167,             0.00037185,                0.72373,                0.54054,                0.61991,                0.26617,                0.76074,                0.56757,                 0.6717,                0.25668,               0.046576,               0.011147,               0.012032,              0.0002736,               0.008299,               0.008299,               0.008299
                    191,               0.034195,               0.012071,               0.011749,             0.00038445,                 0.6619,                0.59459,                0.63742,                0.27716,                0.61855,                0.56981,                 0.6362,                 0.2705,               0.049424,               0.011176,               0.012337,             0.00027763,                0.00829,                0.00829,                0.00829
                    192,               0.035956,               0.013621,               0.012754,             0.00035428,                 0.8146,                0.62162,                 0.6901,                0.30892,                 0.8146,                0.62162,                0.68265,                0.30744,               0.048113,               0.010447,               0.011432,             0.00028919,               0.008281,               0.008281,               0.008281
                    193,               0.033935,               0.014054,               0.013324,             0.00037767,                0.75075,                0.72973,                0.72443,                0.36018,                0.75075,                0.72973,                0.71008,                0.35439,               0.043224,               0.010851,               0.010484,              0.0003063,               0.008272,               0.008272,               0.008272
                    194,               0.035715,               0.013367,               0.012955,             0.00038339,                0.50785,                0.37838,                0.47478,                0.18585,                0.47298,                0.35135,                0.43746,                0.17637,               0.050662,               0.011911,               0.017323,             0.00035923,               0.008263,               0.008263,               0.008263
                    195,               0.034305,               0.014107,                0.01307,             0.00045659,                0.74324,                0.72973,                0.66994,                0.34733,                0.74324,                0.72973,                0.64468,                0.31494,               0.042151,               0.012162,              0.0099615,             0.00037096,               0.008254,               0.008254,               0.008254
                    196,               0.034228,               0.012898,               0.012212,             0.00037684,                0.62032,                 0.7027,                0.67134,                0.32789,                0.62032,                 0.7027,                0.66038,                0.30718,                0.04269,               0.011763,               0.010783,             0.00031769,               0.008245,               0.008245,               0.008245
                    197,               0.033905,               0.012679,               0.011908,             0.00031063,                0.78308,                0.54054,                0.65875,                0.32133,                0.78308,                0.54054,                0.64785,                0.29387,               0.042471,               0.012566,                0.01096,             0.00033073,               0.008236,               0.008236,               0.008236
                    198,               0.034053,               0.013106,               0.011593,             0.00030536,                0.62201,                0.37838,                0.41913,                0.16266,                0.57653,                0.35135,                0.37788,                0.13953,               0.052092,               0.012887,                0.01894,             0.00083015,               0.008227,               0.008227,               0.008227
